,dev,date,HH,MM,ss,audio
0,steth,20180816,11,22,02,steth_20180816_11_22_02_label.wav
0,steth,20180816,11,22,02,steth_20180816_11_22_02_label.wav
0,steth,20180816,11,22,22,steth_20180816_11_22_22_label.wav
0,steth,20180816,11,22,22,steth_20180816_11_22_22_label.wav
0,steth,20180816,11,24,25,steth_20180816_11_24_25_label.wav
0,steth,20180816,11,24,25,steth_20180816_11_24_25_label.wav
0,steth,20180816,11,24,46,steth_20180816_11_24_46_label.wav
0,steth,20180816,11,24,46,steth_20180816_11_24_46_label.wav
0,steth,20180816,11,25,07,steth_20180816_11_25_07_label.wav
0,steth,20180816,11,25,07,steth_20180816_11_25_07_label.wav
0,steth,20180816,11,25,28,steth_20180816_11_25_28_label.wav
0,steth,20180816,11,25,28,steth_20180816_11_25_28_label.wav
0,steth,20180816,11,25,48,steth_20180816_11_25_48_label.wav
0,steth,20180816,11,25,48,steth_20180816_11_25_48_label.wav
0,steth,20180816,11,26,09,steth_20180816_11_26_09_label.wav
0,steth,20180816,11,26,09,steth_20180816_11_26_09_label.wav
0,steth,20180816,11,26,51,steth_20180816_11_26_51_label.wav
0,steth,20180816,11,26,51,steth_20180816_11_26_51_label.wav
0,steth,20180818,08,52,57,steth_20180818_08_52_57_label.wav
0,steth,20180818,08,52,57,steth_20180818_08_52_57_label.wav
0,steth,20180818,08,53,16,steth_20180818_08_53_16_label.wav
0,steth,20180818,08,53,16,steth_20180818_08_53_16_label.wav
0,steth,20180818,08,53,36,steth_20180818_08_53_36_label.wav
0,steth,20180818,08,53,36,steth_20180818_08_53_36_label.wav
0,steth,20180818,08,53,56,steth_20180818_08_53_56_label.wav
0,steth,20180818,08,53,56,steth_20180818_08_53_56_label.wav
0,steth,20180818,08,54,22,steth_20180818_08_54_22_label.wav
0,steth,20180818,08,54,22,steth_20180818_08_54_22_label.wav
0,steth,20180818,08,54,41,steth_20180818_08_54_41_label.wav
0,steth,20180818,08,54,41,steth_20180818_08_54_41_label.wav
0,steth,20180818,08,55,01,steth_20180818_08_55_01_label.wav
0,steth,20180818,08,55,01,steth_20180818_08_55_01_label.wav
0,steth,20180818,08,55,26,steth_20180818_08_55_26_label.wav
0,steth,20180818,08,55,26,steth_20180818_08_55_26_label.wav
0,steth,20180818,08,58,24,steth_20180818_08_58_24_label.wav
0,steth,20180818,08,58,24,steth_20180818_08_58_24_label.wav
0,steth,20180818,08,58,43,steth_20180818_08_58_43_label.wav
0,steth,20180818,08,58,43,steth_20180818_08_58_43_label.wav
0,steth,20180818,08,59,49,steth_20180818_08_59_49_label.wav
0,steth,20180818,08,59,49,steth_20180818_08_59_49_label.wav
0,steth,20180818,09,00,12,steth_20180818_09_00_12_label.wav
0,steth,20180818,09,00,12,steth_20180818_09_00_12_label.wav
0,steth,20180818,09,00,35,steth_20180818_09_00_35_label.wav
0,steth,20180818,09,00,35,steth_20180818_09_00_35_label.wav
0,steth,20180818,09,00,57,steth_20180818_09_00_57_label.wav
0,steth,20180818,09,00,57,steth_20180818_09_00_57_label.wav
0,steth,20180818,09,01,20,steth_20180818_09_01_20_label.wav
0,steth,20180818,09,01,20,steth_20180818_09_01_20_label.wav
0,steth,20180818,09,01,41,steth_20180818_09_01_41_label.wav
0,steth,20180818,09,01,41,steth_20180818_09_01_41_label.wav
0,steth,20180818,09,04,00,steth_20180818_09_04_00_label.wav
0,steth,20180818,09,04,00,steth_20180818_09_04_00_label.wav
0,steth,20180818,09,04,19,steth_20180818_09_04_19_label.wav
0,steth,20180818,09,04,19,steth_20180818_09_04_19_label.wav
0,steth,20180818,09,04,39,steth_20180818_09_04_39_label.wav
0,steth,20180818,09,04,39,steth_20180818_09_04_39_label.wav
0,steth,20180818,09,05,00,steth_20180818_09_05_00_label.wav
0,steth,20180818,09,05,00,steth_20180818_09_05_00_label.wav
0,steth,20180818,09,05,24,steth_20180818_09_05_24_label.wav
0,steth,20180818,09,05,24,steth_20180818_09_05_24_label.wav
0,steth,20180818,09,05,44,steth_20180818_09_05_44_label.wav
0,steth,20180818,09,05,44,steth_20180818_09_05_44_label.wav
0,steth,20180818,09,06,46,steth_20180818_09_06_46_label.wav
0,steth,20180818,09,06,46,steth_20180818_09_06_46_label.wav
0,steth,20180824,13,48,07,steth_20180824_13_48_07_label.wav
0,steth,20180824,13,48,07,steth_20180824_13_48_07_label.wav
0,steth,20180824,13,48,30,steth_20180824_13_48_30_label.wav
0,steth,20180824,13,48,30,steth_20180824_13_48_30_label.wav
0,steth,20180824,13,48,51,steth_20180824_13_48_51_label.wav
0,steth,20180824,13,48,51,steth_20180824_13_48_51_label.wav
0,steth,20180824,13,49,11,steth_20180824_13_49_11_label.wav
0,steth,20180824,13,49,11,steth_20180824_13_49_11_label.wav
0,steth,20180824,13,49,32,steth_20180824_13_49_32_label.wav
0,steth,20180824,13,49,32,steth_20180824_13_49_32_label.wav
0,steth,20180824,13,50,12,steth_20180824_13_50_12_label.wav
0,steth,20180824,13,50,12,steth_20180824_13_50_12_label.wav
0,steth,20180824,13,50,32,steth_20180824_13_50_32_label.wav
0,steth,20180824,13,50,32,steth_20180824_13_50_32_label.wav
0,steth,20180901,09,52,47,steth_20180901_09_52_47_label.wav
0,steth,20180901,09,52,47,steth_20180901_09_52_47_label.wav
0,steth,20180901,09,53,06,steth_20180901_09_53_06_label.wav
0,steth,20180901,09,53,06,steth_20180901_09_53_06_label.wav
0,steth,20180901,09,53,26,steth_20180901_09_53_26_label.wav
0,steth,20180901,09,53,26,steth_20180901_09_53_26_label.wav
0,steth,20180901,09,53,48,steth_20180901_09_53_48_label.wav
0,steth,20180901,09,53,48,steth_20180901_09_53_48_label.wav
0,steth,20180901,09,54,08,steth_20180901_09_54_08_label.wav
0,steth,20180901,09,54,08,steth_20180901_09_54_08_label.wav
0,steth,20180901,09,54,49,steth_20180901_09_54_49_label.wav
0,steth,20180901,09,54,49,steth_20180901_09_54_49_label.wav
0,steth,20180901,09,55,09,steth_20180901_09_55_09_label.wav
0,steth,20180901,09,55,09,steth_20180901_09_55_09_label.wav
0,steth,20180901,10,18,09,steth_20180901_10_18_09_label.wav
0,steth,20180901,10,18,09,steth_20180901_10_18_09_label.wav
0,steth,20180901,10,18,29,steth_20180901_10_18_29_label.wav
0,steth,20180901,10,18,29,steth_20180901_10_18_29_label.wav
0,steth,20180901,10,18,49,steth_20180901_10_18_49_label.wav
0,steth,20180901,10,18,49,steth_20180901_10_18_49_label.wav
0,steth,20180901,10,19,28,steth_20180901_10_19_28_label.wav
0,steth,20180901,10,19,28,steth_20180901_10_19_28_label.wav
0,steth,20180901,10,19,46,steth_20180901_10_19_46_label.wav
0,steth,20180901,10,19,46,steth_20180901_10_19_46_label.wav
0,steth,20180901,10,20,05,steth_20180901_10_20_05_label.wav
0,steth,20180901,10,20,05,steth_20180901_10_20_05_label.wav
0,steth,20180901,11,06,46,steth_20180901_11_06_46_label.wav
0,steth,20180901,11,06,46,steth_20180901_11_06_46_label.wav
0,steth,20180901,11,07,05,steth_20180901_11_07_05_label.wav
0,steth,20180901,11,07,05,steth_20180901_11_07_05_label.wav
0,steth,20180901,11,07,25,steth_20180901_11_07_25_label.wav
0,steth,20180901,11,07,25,steth_20180901_11_07_25_label.wav
0,steth,20180901,11,07,46,steth_20180901_11_07_46_label.wav
0,steth,20180901,11,07,46,steth_20180901_11_07_46_label.wav
0,steth,20180901,11,08,25,steth_20180901_11_08_25_label.wav
0,steth,20180901,11,08,25,steth_20180901_11_08_25_label.wav
0,steth,20180901,11,08,43,steth_20180901_11_08_43_label.wav
0,steth,20180901,11,08,43,steth_20180901_11_08_43_label.wav
0,steth,20180901,11,09,02,steth_20180901_11_09_02_label.wav
0,steth,20180901,11,09,02,steth_20180901_11_09_02_label.wav
0,steth,20180901,11,15,33,steth_20180901_11_15_33_label.wav
0,steth,20180901,11,15,33,steth_20180901_11_15_33_label.wav
0,steth,20180901,11,16,11,steth_20180901_11_16_11_label.wav
0,steth,20180901,11,16,11,steth_20180901_11_16_11_label.wav
0,steth,20180901,11,16,54,steth_20180901_11_16_54_label.wav
0,steth,20180901,11,16,54,steth_20180901_11_16_54_label.wav
0,steth,20180901,11,17,14,steth_20180901_11_17_14_label.wav
0,steth,20180901,11,17,14,steth_20180901_11_17_14_label.wav
0,steth,20180901,11,18,00,steth_20180901_11_18_00_label.wav
0,steth,20180901,11,18,00,steth_20180901_11_18_00_label.wav
0,steth,20180901,11,18,21,steth_20180901_11_18_21_label.wav
0,steth,20180901,11,18,21,steth_20180901_11_18_21_label.wav
0,steth,20180901,11,18,41,steth_20180901_11_18_41_label.wav
0,steth,20180901,11,18,41,steth_20180901_11_18_41_label.wav
0,steth,20180908,16,52,31,steth_20180908_16_52_31_label.wav
0,steth,20180908,16,52,31,steth_20180908_16_52_31_label.wav
0,steth,20180908,16,52,52,steth_20180908_16_52_52_label.wav
0,steth,20180908,16,52,52,steth_20180908_16_52_52_label.wav
0,steth,20180908,16,53,10,steth_20180908_16_53_10_label.wav
0,steth,20180908,16,53,10,steth_20180908_16_53_10_label.wav
0,steth,20180908,16,53,30,steth_20180908_16_53_30_label.wav
0,steth,20180908,16,53,30,steth_20180908_16_53_30_label.wav
0,steth,20180908,16,53,49,steth_20180908_16_53_49_label.wav
0,steth,20180908,16,53,49,steth_20180908_16_53_49_label.wav
0,steth,20180908,16,54,11,steth_20180908_16_54_11_label.wav
0,steth,20180908,16,54,11,steth_20180908_16_54_11_label.wav
0,steth,20180908,16,54,31,steth_20180908_16_54_31_label.wav
0,steth,20180908,16,54,31,steth_20180908_16_54_31_label.wav
0,steth,20180908,16,54,51,steth_20180908_16_54_51_label.wav
0,steth,20180908,16,54,51,steth_20180908_16_54_51_label.wav
0,steth,20180908,16,55,34,steth_20180908_16_55_34_label.wav
0,steth,20180908,16,55,34,steth_20180908_16_55_34_label.wav
0,steth,20180908,16,55,57,steth_20180908_16_55_57_label.wav
0,steth,20180908,16,55,57,steth_20180908_16_55_57_label.wav
0,steth,20180908,16,56,17,steth_20180908_16_56_17_label.wav
0,steth,20180908,16,56,17,steth_20180908_16_56_17_label.wav
0,steth,20180908,16,56,36,steth_20180908_16_56_36_label.wav
0,steth,20180908,16,56,36,steth_20180908_16_56_36_label.wav
0,steth,20180908,16,56,56,steth_20180908_16_56_56_label.wav
0,steth,20180908,16,56,56,steth_20180908_16_56_56_label.wav
0,steth,20180908,16,57,15,steth_20180908_16_57_15_label.wav
0,steth,20180908,16,57,15,steth_20180908_16_57_15_label.wav
0,steth,20180908,16,57,36,steth_20180908_16_57_36_label.wav
0,steth,20180908,16,57,36,steth_20180908_16_57_36_label.wav
0,steth,20180908,16,57,57,steth_20180908_16_57_57_label.wav
0,steth,20180908,16,57,57,steth_20180908_16_57_57_label.wav
0,steth,20180908,16,59,21,steth_20180908_16_59_21_label.wav
0,steth,20180908,16,59,21,steth_20180908_16_59_21_label.wav
0,steth,20180908,16,59,40,steth_20180908_16_59_40_label.wav
0,steth,20180908,16,59,40,steth_20180908_16_59_40_label.wav
0,steth,20180908,16,59,59,steth_20180908_16_59_59_label.wav
0,steth,20180908,16,59,59,steth_20180908_16_59_59_label.wav
0,steth,20180908,17,00,19,steth_20180908_17_00_19_label.wav
0,steth,20180908,17,00,19,steth_20180908_17_00_19_label.wav
0,steth,20180908,17,00,41,steth_20180908_17_00_41_label.wav
0,steth,20180908,17,00,41,steth_20180908_17_00_41_label.wav
0,steth,20180908,17,01,00,steth_20180908_17_01_00_label.wav
0,steth,20180908,17,01,00,steth_20180908_17_01_00_label.wav
0,steth,20180908,17,01,19,steth_20180908_17_01_19_label.wav
0,steth,20180908,17,01,19,steth_20180908_17_01_19_label.wav
0,steth,20180908,17,02,16,steth_20180908_17_02_16_label.wav
0,steth,20180908,17,02,16,steth_20180908_17_02_16_label.wav
0,steth,20180908,17,02,34,steth_20180908_17_02_34_label.wav
0,steth,20180908,17,02,34,steth_20180908_17_02_34_label.wav
0,steth,20180908,17,02,53,steth_20180908_17_02_53_label.wav
0,steth,20180908,17,02,53,steth_20180908_17_02_53_label.wav
0,steth,20180908,17,03,13,steth_20180908_17_03_13_label.wav
0,steth,20180908,17,03,13,steth_20180908_17_03_13_label.wav
0,steth,20180908,17,03,35,steth_20180908_17_03_35_label.wav
0,steth,20180908,17,03,35,steth_20180908_17_03_35_label.wav
0,steth,20180908,17,03,55,steth_20180908_17_03_55_label.wav
0,steth,20180908,17,03,55,steth_20180908_17_03_55_label.wav
0,steth,20180908,17,04,15,steth_20180908_17_04_15_label.wav
0,steth,20180908,17,04,15,steth_20180908_17_04_15_label.wav
0,steth,20180908,17,04,35,steth_20180908_17_04_35_label.wav
0,steth,20180908,17,04,35,steth_20180908_17_04_35_label.wav
0,steth,20180908,17,05,46,steth_20180908_17_05_46_label.wav
0,steth,20180908,17,05,46,steth_20180908_17_05_46_label.wav
0,steth,20180908,17,06,06,steth_20180908_17_06_06_label.wav
0,steth,20180908,17,06,06,steth_20180908_17_06_06_label.wav
0,steth,20180908,17,06,26,steth_20180908_17_06_26_label.wav
0,steth,20180908,17,06,26,steth_20180908_17_06_26_label.wav
0,steth,20180908,17,06,45,steth_20180908_17_06_45_label.wav
0,steth,20180908,17,06,45,steth_20180908_17_06_45_label.wav
0,steth,20180908,17,07,04,steth_20180908_17_07_04_label.wav
0,steth,20180908,17,07,04,steth_20180908_17_07_04_label.wav
0,steth,20180908,17,07,24,steth_20180908_17_07_24_label.wav
0,steth,20180908,17,07,24,steth_20180908_17_07_24_label.wav
0,steth,20180908,17,07,44,steth_20180908_17_07_44_label.wav
0,steth,20180908,17,07,44,steth_20180908_17_07_44_label.wav
0,steth,20180908,17,08,03,steth_20180908_17_08_03_label.wav
0,steth,20180908,17,08,03,steth_20180908_17_08_03_label.wav
0,steth,20180908,17,09,01,steth_20180908_17_09_01_label.wav
0,steth,20180908,17,09,01,steth_20180908_17_09_01_label.wav
0,steth,20180908,17,09,25,steth_20180908_17_09_25_label.wav
0,steth,20180908,17,09,25,steth_20180908_17_09_25_label.wav
0,steth,20180908,17,10,04,steth_20180908_17_10_04_label.wav
0,steth,20180908,17,10,04,steth_20180908_17_10_04_label.wav
0,steth,20180908,17,10,23,steth_20180908_17_10_23_label.wav
0,steth,20180908,17,10,23,steth_20180908_17_10_23_label.wav
0,steth,20180908,17,10,46,steth_20180908_17_10_46_label.wav
0,steth,20180908,17,10,46,steth_20180908_17_10_46_label.wav
0,steth,20180908,17,11,05,steth_20180908_17_11_05_label.wav
0,steth,20180908,17,11,05,steth_20180908_17_11_05_label.wav
0,steth,20180908,17,11,24,steth_20180908_17_11_24_label.wav
0,steth,20180908,17,11,24,steth_20180908_17_11_24_label.wav
0,steth,20180908,17,12,10,steth_20180908_17_12_10_label.wav
0,steth,20180908,17,12,10,steth_20180908_17_12_10_label.wav
0,steth,20180908,17,12,30,steth_20180908_17_12_30_label.wav
0,steth,20180908,17,12,30,steth_20180908_17_12_30_label.wav
0,steth,20180908,17,12,52,steth_20180908_17_12_52_label.wav
0,steth,20180908,17,12,52,steth_20180908_17_12_52_label.wav
0,steth,20180908,17,13,12,steth_20180908_17_13_12_label.wav
0,steth,20180908,17,13,12,steth_20180908_17_13_12_label.wav
0,steth,20180908,17,13,31,steth_20180908_17_13_31_label.wav
0,steth,20180908,17,13,31,steth_20180908_17_13_31_label.wav
0,steth,20180908,17,13,50,steth_20180908_17_13_50_label.wav
0,steth,20180908,17,13,50,steth_20180908_17_13_50_label.wav
0,steth,20180908,17,14,09,steth_20180908_17_14_09_label.wav
0,steth,20180908,17,14,09,steth_20180908_17_14_09_label.wav
0,steth,20180909,12,42,02,steth_20180909_12_42_02_label.wav
0,steth,20180909,12,42,02,steth_20180909_12_42_02_label.wav
0,steth,20180909,12,42,21,steth_20180909_12_42_21_label.wav
0,steth,20180909,12,42,21,steth_20180909_12_42_21_label.wav
0,steth,20180909,12,42,40,steth_20180909_12_42_40_label.wav
0,steth,20180909,12,42,40,steth_20180909_12_42_40_label.wav
0,steth,20180909,12,43,01,steth_20180909_12_43_01_label.wav
0,steth,20180909,12,43,01,steth_20180909_12_43_01_label.wav
0,steth,20180909,12,43,23,steth_20180909_12_43_23_label.wav
0,steth,20180909,12,43,23,steth_20180909_12_43_23_label.wav
0,steth,20180909,12,43,43,steth_20180909_12_43_43_label.wav
0,steth,20180909,12,43,43,steth_20180909_12_43_43_label.wav
0,steth,20180909,12,44,03,steth_20180909_12_44_03_label.wav
0,steth,20180909,12,44,03,steth_20180909_12_44_03_label.wav
0,steth,20180909,12,44,23,steth_20180909_12_44_23_label.wav
0,steth,20180909,12,44,23,steth_20180909_12_44_23_label.wav
0,steth,20180909,12,45,27,steth_20180909_12_45_27_label.wav
0,steth,20180909,12,45,27,steth_20180909_12_45_27_label.wav
0,steth,20180909,12,45,47,steth_20180909_12_45_47_label.wav
0,steth,20180909,12,45,47,steth_20180909_12_45_47_label.wav
0,steth,20180909,12,46,08,steth_20180909_12_46_08_label.wav
0,steth,20180909,12,46,08,steth_20180909_12_46_08_label.wav
0,steth,20180909,12,46,27,steth_20180909_12_46_27_label.wav
0,steth,20180909,12,46,27,steth_20180909_12_46_27_label.wav
0,steth,20180909,12,46,47,steth_20180909_12_46_47_label.wav
0,steth,20180909,12,46,47,steth_20180909_12_46_47_label.wav
0,steth,20180909,12,47,06,steth_20180909_12_47_06_label.wav
0,steth,20180909,12,47,06,steth_20180909_12_47_06_label.wav
0,steth,20180909,12,47,32,steth_20180909_12_47_32_label.wav
0,steth,20180909,12,47,32,steth_20180909_12_47_32_label.wav
0,steth,20180909,12,47,51,steth_20180909_12_47_51_label.wav
0,steth,20180909,12,47,51,steth_20180909_12_47_51_label.wav
0,steth,20180909,12,49,34,steth_20180909_12_49_34_label.wav
0,steth,20180909,12,49,34,steth_20180909_12_49_34_label.wav
0,steth,20180909,12,49,53,steth_20180909_12_49_53_label.wav
0,steth,20180909,12,49,53,steth_20180909_12_49_53_label.wav
0,steth,20180909,12,50,13,steth_20180909_12_50_13_label.wav
0,steth,20180909,12,50,13,steth_20180909_12_50_13_label.wav
0,steth,20180909,12,50,32,steth_20180909_12_50_32_label.wav
0,steth,20180909,12,50,32,steth_20180909_12_50_32_label.wav
0,steth,20180909,12,50,57,steth_20180909_12_50_57_label.wav
0,steth,20180909,12,50,57,steth_20180909_12_50_57_label.wav
0,steth,20180909,12,51,18,steth_20180909_12_51_18_label.wav
0,steth,20180909,12,51,18,steth_20180909_12_51_18_label.wav
0,steth,20180909,12,51,37,steth_20180909_12_51_37_label.wav
0,steth,20180909,12,51,37,steth_20180909_12_51_37_label.wav
0,steth,20180909,12,51,59,steth_20180909_12_51_59_label.wav
0,steth,20180909,12,51,59,steth_20180909_12_51_59_label.wav
0,steth,20180921,10,00,54,steth_20180921_10_00_54_label.wav
0,steth,20180921,10,00,54,steth_20180921_10_00_54_label.wav
0,steth,20180921,10,01,19,steth_20180921_10_01_19_label.wav
0,steth,20180921,10,01,19,steth_20180921_10_01_19_label.wav
0,steth,20180921,10,01,45,steth_20180921_10_01_45_label.wav
0,steth,20180921,10,01,45,steth_20180921_10_01_45_label.wav
0,steth,20180921,10,02,10,steth_20180921_10_02_10_label.wav
0,steth,20180921,10,02,10,steth_20180921_10_02_10_label.wav
0,steth,20180921,10,02,30,steth_20180921_10_02_30_label.wav
0,steth,20180921,10,02,30,steth_20180921_10_02_30_label.wav
0,steth,20180921,10,02,50,steth_20180921_10_02_50_label.wav
0,steth,20180921,10,02,50,steth_20180921_10_02_50_label.wav
0,steth,20180921,10,03,12,steth_20180921_10_03_12_label.wav
0,steth,20180921,10,03,12,steth_20180921_10_03_12_label.wav
0,steth,20180921,10,03,32,steth_20180921_10_03_32_label.wav
0,steth,20180921,10,03,32,steth_20180921_10_03_32_label.wav
0,steth,20180921,15,11,25,steth_20180921_15_11_25_label.wav
0,steth,20180921,15,11,25,steth_20180921_15_11_25_label.wav
0,steth,20180921,15,11,45,steth_20180921_15_11_45_label.wav
0,steth,20180921,15,11,45,steth_20180921_15_11_45_label.wav
0,steth,20180921,15,12,18,steth_20180921_15_12_18_label.wav
0,steth,20180921,15,12,18,steth_20180921_15_12_18_label.wav
0,steth,20180921,15,12,38,steth_20180921_15_12_38_label.wav
0,steth,20180921,15,12,38,steth_20180921_15_12_38_label.wav
0,steth,20180921,15,12,58,steth_20180921_15_12_58_label.wav
0,steth,20180921,15,12,58,steth_20180921_15_12_58_label.wav
0,steth,20180921,15,13,20,steth_20180921_15_13_20_label.wav
0,steth,20180921,15,13,20,steth_20180921_15_13_20_label.wav
0,steth,20180921,15,13,39,steth_20180921_15_13_39_label.wav
0,steth,20180921,15,13,39,steth_20180921_15_13_39_label.wav
0,steth,20180921,15,14,00,steth_20180921_15_14_00_label.wav
0,steth,20180921,15,14,00,steth_20180921_15_14_00_label.wav
0,steth,20181001,10,47,59,steth_20181001_10_47_59_label.wav
0,steth,20181001,10,47,59,steth_20181001_10_47_59_label.wav
0,steth,20181001,10,48,18,steth_20181001_10_48_18_label.wav
0,steth,20181001,10,48,18,steth_20181001_10_48_18_label.wav
0,steth,20181001,10,48,44,steth_20181001_10_48_44_label.wav
0,steth,20181001,10,48,44,steth_20181001_10_48_44_label.wav
0,steth,20181001,10,49,03,steth_20181001_10_49_03_label.wav
0,steth,20181001,10,49,03,steth_20181001_10_49_03_label.wav
0,steth,20181001,10,49,32,steth_20181001_10_49_32_label.wav
0,steth,20181001,10,49,32,steth_20181001_10_49_32_label.wav
0,steth,20181001,10,49,51,steth_20181001_10_49_51_label.wav
0,steth,20181001,10,49,51,steth_20181001_10_49_51_label.wav
0,steth,20181001,10,50,11,steth_20181001_10_50_11_label.wav
0,steth,20181001,10,50,11,steth_20181001_10_50_11_label.wav
0,steth,20181001,10,50,30,steth_20181001_10_50_30_label.wav
0,steth,20181001,10,50,30,steth_20181001_10_50_30_label.wav
0,steth,20181001,11,01,50,steth_20181001_11_01_50_label.wav
