npy_path,filename,label,augmentations
mel_balanced_dataset/train/86fa9688-8e0a-4aeb-a961-a6510f30ac01.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_0.9+SpecAug
mel_balanced_dataset/train/6a8b2f1d-1b66-46ef-ae91-79808ede90f5.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_0.7+SpecAug
mel_balanced_dataset/train/6dc813c3-8cfe-4eeb-8959-2c50fee73d4b.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_1.1+SpecAug
mel_balanced_dataset/train/56866315-19ed-4258-af45-93accc32cae4.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_1.1+SpecAug
mel_balanced_dataset/train/5cb12889-747f-4d82-8061-5c4c08769680.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_0.7+SpecAug
mel_balanced_dataset/train/b38950da-0f61-4e1f-bdcb-c861b1daf9b5.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_0.9+SpecAug
mel_balanced_dataset/train/40bea1df-391d-4422-b087-f6eee51644d5.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_1.1+SpecAug
mel_balanced_dataset/train/1bd54a70-2f9b-4071-8e23-fc3c946ded98.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_0.7+SpecAug
mel_balanced_dataset/train/1db606d6-82ac-48b1-8e8b-597743ee2daf.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_0.9+SpecAug
mel_balanced_dataset/train/e20429dc-e5af-476d-8f05-9aeb27097a1d.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_0.9+SpecAug
mel_balanced_dataset/train/6428d42a-4d42-46cf-8bb8-57c82826d9b2.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_1.1+SpecAug
mel_balanced_dataset/train/62923e27-54d7-447d-a7c3-816390cddcde.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_0.7+SpecAug
mel_balanced_dataset/train/b935a056-9d7d-4e32-b138-e175864a3389.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/9d9e4194-ea22-4d06-9821-e5c6c5441d2d.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_0.7+SpecAug
mel_balanced_dataset/train/e5de135d-c323-4bf6-acf1-ae26063e08d2.npy,101_1b1_Al_sc_Meditron,0_0,TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/de6fffb3-3c2d-45cc-abeb-9e2671824c9a.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_1.1+SpecAug
mel_balanced_dataset/train/63feace9-578b-4213-b6b2-8c6679e56fe8.npy,101_1b1_Al_sc_Meditron,0_0,TS_0.7+SpecAug
mel_balanced_dataset/train/e079bece-86f7-4056-9ff8-e2d1d23af3a6.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/c8801b4d-d760-4e30-9e3a-d2ffaa325c33.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_0.9+SpecAug
mel_balanced_dataset/train/411023dc-b29a-49dd-80b1-689845e1a3b8.npy,101_1b1_Al_sc_Meditron,0_0,TS_0.9+SpecAug
mel_balanced_dataset/train/e7ce491e-b19d-4ac3-9421-d94c1a4e5fff.npy,101_1b1_Al_sc_Meditron,0_0,none
mel_balanced_dataset/train/e56c46be-33f1-4fe3-bec8-9f7c3675c313.npy,101_1b1_Al_sc_Meditron,0_0,TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/e72d6402-254a-488d-b0ac-b9b42e3b09c4.npy,101_1b1_Al_sc_Meditron,0_0,TS_1.1+SpecAug
mel_balanced_dataset/train/f9863e9d-96bb-4f37-92cd-a17b8357b9f7.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_0.9+SpecAug
mel_balanced_dataset/train/765e3e89-1e53-46e7-831e-b11e4aa91d2b.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_0.9+SpecAug
mel_balanced_dataset/train/487294ab-47b0-419a-8722-5c74b1cfca8b.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_0.9+SpecAug
mel_balanced_dataset/train/4d52c53c-c5a9-42a0-ba84-3b9e0bc165b2.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_0.7+SpecAug
mel_balanced_dataset/train/4a361330-8072-4621-ae4f-a9e1e806d7bf.npy,101_1b1_Al_sc_Meditron,0_0,TS_0.7+SpecAug
mel_balanced_dataset/train/00003d91-449b-4d83-8e35-7b110f43fb44.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_0.7+SpecAug
mel_balanced_dataset/train/a157983f-ee08-45a9-a6d0-ec96b073bd34.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/0dccb05d-8b8c-48dc-8bc4-3855042a2208.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_0.7+SpecAug
mel_balanced_dataset/train/bc0a2ab4-94b8-4e4c-9b25-27b84e536130.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_1.1+SpecAug
mel_balanced_dataset/train/fb8ae27f-d6c2-40a0-a921-b979287e3ae6.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_1.1+SpecAug
mel_balanced_dataset/train/1cc85a9c-b544-4983-995d-2946c137e230.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/40c8c5d9-e6bd-42a0-bd9f-da95ea81744a.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_0.9+SpecAug
mel_balanced_dataset/train/9f052968-d534-4504-a047-9435e60558c9.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_1.1+SpecAug
mel_balanced_dataset/train/d047f63e-0563-40ee-b84b-0e6047f1a9e9.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_1.1+SpecAug
mel_balanced_dataset/train/3ee8dc5c-8cb7-4199-8ca7-838fdbef04d0.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_0.7+SpecAug
mel_balanced_dataset/train/058d1ba0-f90b-47e6-8e64-a1e04130cb20.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_1.1+SpecAug
mel_balanced_dataset/train/28ae4850-c028-495a-9759-4e5351e3e8b2.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/26f77c60-b332-4857-bd87-690d25bb9052.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/71c96360-fbcd-4662-a157-41bc5044e8e1.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_0.9+SpecAug
mel_balanced_dataset/train/37596324-126b-4322-ba9e-8bbe85183f3c.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/867c2f7d-d133-4993-9e5d-7c88baeae72b.npy,101_1b1_Al_sc_Meditron,0_0,TS_0.9+SpecAug
mel_balanced_dataset/train/8dbdb9c0-366a-4062-804c-4a28259658b0.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_0.7+SpecAug
mel_balanced_dataset/train/385ec7ed-bcb7-42cc-8d39-a9c28d797f83.npy,101_1b1_Al_sc_Meditron,0_0,none
mel_balanced_dataset/train/32732ee9-168f-4dc7-a46e-545cd41aefcf.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_0.7+SpecAug
mel_balanced_dataset/train/f4b2e4a6-f041-4ff1-87b1-57b1a023db10.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_0.9+SpecAug
mel_balanced_dataset/train/3d5d50e7-f7d1-4777-9c7c-ba00ee221935.npy,101_1b1_Al_sc_Meditron,0_0,TS_1.1+SpecAug
mel_balanced_dataset/train/c27320ea-140d-4b2c-99c0-7876cffdcd58.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_0.7+SpecAug
mel_balanced_dataset/train/1b5d4874-25ce-40a4-8dec-83dcdb0d3126.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_1.1+SpecAug
mel_balanced_dataset/train/31b59c02-3a50-4834-9b8f-8ff7ffaa040a.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_0.9+SpecAug
mel_balanced_dataset/train/db9279c5-cddb-48c7-bd8f-517e5650a017.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_0.7+SpecAug
mel_balanced_dataset/train/1d3a1aff-82fb-42a2-b4db-d073ae78e078.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_0.9+SpecAug
mel_balanced_dataset/train/87fb3ca4-f619-4991-8a0d-53007d94b234.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/4310710d-f360-4439-9fb2-95eb37842b1b.npy,101_1b1_Al_sc_Meditron,0_0,TS_0.7+SpecAug
mel_balanced_dataset/train/601eb93a-3ef7-4cfc-a377-0a1977e0d76f.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_0.9+SpecAug
mel_balanced_dataset/train/8f99d1ff-94a7-42fb-b8b7-47faabc1a53f.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_0.7+SpecAug
mel_balanced_dataset/train/d3b52685-29f0-4bc5-bbeb-559447177e2f.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/69f42567-2dd6-4ae6-908e-bf327e7c045f.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_1.1+SpecAug
mel_balanced_dataset/train/35ceae4a-5777-4509-b0c4-941bba515a97.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/543ca0e2-5c79-4905-9cc5-11cb832be71a.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_0.9+SpecAug
mel_balanced_dataset/train/f751f92d-47ef-4960-b33a-ea79fe474286.npy,101_1b1_Al_sc_Meditron,0_0,TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/b0127547-f031-439f-9ab1-806f895132fc.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/e486b671-024e-4740-979a-4723011622c5.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/a9d21173-5d8b-4b8f-8e31-86f5891b376d.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_1.1+SpecAug
mel_balanced_dataset/train/8f13302c-7b5f-4cc0-bab2-cf66916ce01f.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_1.1+SpecAug
mel_balanced_dataset/train/9975c161-3318-4f12-8f43-9a26682ce860.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_1.1+SpecAug
mel_balanced_dataset/train/58b17b99-a5f5-4ad3-819b-1b48f5218174.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_0.7+SpecAug
mel_balanced_dataset/train/1f7b7691-c289-4b12-99e4-c484ea4f1b7d.npy,101_1b1_Al_sc_Meditron,0_0,TS_0.9+SpecAug
mel_balanced_dataset/train/0268543c-0d75-4b43-add9-a69352a8db85.npy,101_1b1_Al_sc_Meditron,0_0,none
mel_balanced_dataset/train/6a74b474-9bc2-493e-9d88-eec0a28f8add.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_1.1+SpecAug
mel_balanced_dataset/train/f3b2050b-1e4e-4b28-923b-921639993a73.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_0.7+SpecAug
mel_balanced_dataset/train/bea1c8ab-eab3-465b-aba4-548631fda9a6.npy,101_1b1_Al_sc_Meditron,0_0,TS_1.1+SpecAug
mel_balanced_dataset/train/d8cd8978-63e6-46bf-b922-6798785be283.npy,101_1b1_Al_sc_Meditron,0_0,TS_0.7+SpecAug
mel_balanced_dataset/train/2e0f68fa-f810-4cbc-a410-c21dbceace44.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_0.9+SpecAug
mel_balanced_dataset/train/840d0b62-d4f9-4610-8651-fb7287674933.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/ac3ee32d-4157-4278-9e49-828cf5817dd8.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_0.9+SpecAug
mel_balanced_dataset/train/b295586f-4097-48e9-b61a-450f8c0523fb.npy,101_1b1_Al_sc_Meditron,0_0,TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/81f42ecb-d31b-4cbe-91c6-ff6770f68d91.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_0.7+SpecAug
mel_balanced_dataset/train/ca896e5a-ba3b-446c-baa4-3bd916306917.npy,101_1b1_Al_sc_Meditron,0_0,TS_0.9+SpecAug
mel_balanced_dataset/train/f822c50d-aa07-4352-81af-d10eb76d44a8.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_0.7+SpecAug
mel_balanced_dataset/train/235540df-3966-4a8b-ab69-ad636ef4fb9c.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_0.7+SpecAug
mel_balanced_dataset/train/beecea2b-9ad2-48ca-8246-8888e02f0f02.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/98f4e3b2-62b2-4d17-9200-66402e617592.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_0.9+SpecAug
mel_balanced_dataset/train/31233ae3-b4f1-4812-bebb-1a38b49fdf11.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_1.1+SpecAug
mel_balanced_dataset/train/2ef08c2d-a44e-421b-9c0f-bb7dd92c9e6c.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/24e3dd83-25bc-4583-8366-b0dfb2d73419.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/566017c4-398a-48b8-8e5d-30e2242b8687.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_0.7+SpecAug
mel_balanced_dataset/train/66708f53-a421-4a0e-92f4-399c8257a2aa.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_1.1+SpecAug
mel_balanced_dataset/train/28d572c2-9f98-4225-ba2f-9dad34c5e86a.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_1.1+SpecAug
mel_balanced_dataset/train/deee5372-6dc7-4a00-a2de-bd9d7fa53156.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_0.9+SpecAug
mel_balanced_dataset/train/21ecd638-ee54-4318-a7b8-4442b9716b84.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_0.9+SpecAug
mel_balanced_dataset/train/6c71b2e2-3db0-46db-bc78-84f0e54ff6b7.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/286ef637-282b-47b2-9f0e-86446a318a5c.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_1.1+SpecAug
mel_balanced_dataset/train/79ffa9d9-51be-4722-9677-1b35bc10264d.npy,101_1b1_Al_sc_Meditron,0_0,none
mel_balanced_dataset/train/32cd078c-ed7d-4e8e-a765-92dcea438214.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/1b857773-6d86-4c91-ab15-4a2eb8be57e1.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_0.9+SpecAug
mel_balanced_dataset/train/f0a9eaac-8397-40f9-a4f2-08d338ebd234.npy,101_1b1_Al_sc_Meditron,0_0,PS_-2+TS_0.7+SpecAug
mel_balanced_dataset/train/4f92ff19-007a-48c8-80dc-b3a83bbc27fa.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_1.1+SpecAug
mel_balanced_dataset/train/e52b0f61-48d2-41cc-a3ea-2963cb2bd88b.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/dca78f52-510e-4427-8663-6d9946252849.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/dc7e8f0b-b9eb-45e6-8668-932fc03f491a.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_0.7+SpecAug
mel_balanced_dataset/train/96e82e64-0ae8-44b9-803a-911cc41bb77d.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+TS_0.9+SpecAug
mel_balanced_dataset/train/561e2649-6325-40ed-91b7-e6c7733302cc.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_0.9+SpecAug
mel_balanced_dataset/train/32679989-c179-40a6-8867-aee39af32872.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_0.9+SpecAug
mel_balanced_dataset/train/7a4db1bb-d5a3-49eb-b478-d1bd56a94c23.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_-2+TS_1.0_skipped+SpecAug
mel_balanced_dataset/train/182f86ed-4ec4-4205-aa7a-6677ddf83a09.npy,101_1b1_Al_sc_Meditron,0_0,SNR_10dB+PS_1+TS_0.7+SpecAug
mel_balanced_dataset/train/ba9db0a6-0edf-48eb-a6d7-3b8d0de44954.npy,101_1b1_Al_sc_Meditron,0_0,PS_1+TS_1.1+SpecAug
